IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
104.18.255.173,4,4,0.00,176.77,0.00,SJC,443
104.17.3.223,4,4,0.00,176.84,0.00,SJC,443
104.18.238.119,4,4,0.00,176.92,0.00,SJC,443
103.31.4.69,4,4,0.00,177.00,0.00,DEN,443
172.65.34.111,4,4,0.00,177.00,0.00,AMS,443
172.67.134.220,4,4,0.00,177.11,0.00,AMS,443
104.18.206.197,4,4,0.00,177.13,0.00,SJC,443
104.18.249.49,4,4,0.00,177.13,0.00,SJC,443
104.16.239.54,4,4,0.00,177.26,0.00,SJC,443
104.18.98.49,4,4,0.00,177.30,0.00,SJC,443
104.18.15.205,4,4,0.00,177.36,0.00,SJC,443
104.18.216.174,4,4,0.00,177.40,0.00,SJC,443
104.17.31.84,4,4,0.00,177.47,0.00,SJC,443
172.67.222.161,4,4,0.00,177.54,0.00,AMS,443
104.17.66.30,4,4,0.00,177.56,0.00,SJC,443
104.18.236.56,4,4,0.00,177.59,0.00,SJC,443
104.19.26.155,4,4,0.00,177.63,0.00,SJC,443
104.19.233.128,4,4,0.00,177.65,0.00,SJC,443
104.19.21.195,4,4,0.00,177.94,0.00,SJC,443
172.65.192.189,4,4,0.00,177.99,0.00,SJC,443
104.18.168.193,4,4,0.00,178.17,0.00,SJC,443
104.17.193.211,4,4,0.00,178.40,0.00,SJC,443
172.66.3.102,4,4,0.00,178.60,0.00,SJC,443
104.21.77.72,4,4,0.00,178.63,0.00,AMS,443
104.19.199.212,4,4,0.00,178.63,0.00,SJC,443
104.17.230.39,4,4,0.00,178.70,0.00,SJC,443
141.101.115.146,4,4,0.00,178.98,0.00,SJC,443
104.17.220.44,4,4,0.00,179.13,0.00,SJC,443
104.18.222.154,4,4,0.00,179.14,0.00,SJC,443
104.19.156.171,4,4,0.00,179.17,0.00,SJC,443
172.67.171.42,4,4,0.00,179.21,0.00,AMS,443
104.18.175.235,4,4,0.00,179.24,0.00,SJC,443
104.21.208.204,4,4,0.00,179.29,0.00,AMS,443
104.17.82.208,4,4,0.00,179.31,0.00,SJC,443
104.19.126.94,4,4,0.00,179.38,0.00,SJC,443
104.21.13.79,4,4,0.00,179.38,0.00,AMS,443
104.19.163.193,4,4,0.00,179.39,0.00,SJC,443
104.21.218.253,4,4,0.00,179.50,0.00,AMS,443
104.18.219.223,4,4,0.00,179.73,0.00,SJC,443
104.16.59.70,4,4,0.00,180.27,0.00,SJC,443
104.17.130.140,4,4,0.00,180.69,0.00,SJC,443
104.19.63.36,4,4,0.00,180.81,0.00,SJC,443
104.17.26.60,4,4,0.00,181.06,0.00,SJC,443
104.21.104.207,4,4,0.00,181.16,0.00,AMS,443
188.114.98.140,4,4,0.00,181.17,0.00,AMS,443
104.21.24.92,4,4,0.00,181.20,0.00,AMS,443
104.21.48.211,4,4,0.00,181.26,0.00,AMS,443
104.21.123.237,4,4,0.00,181.50,0.00,AMS,443
104.21.43.123,4,4,0.00,181.74,0.00,AMS,443
104.16.45.191,4,4,0.00,181.90,0.00,SJC,443
172.67.173.208,4,4,0.00,182.17,0.00,AMS,443
104.16.92.188,4,4,0.00,182.78,0.00,SJC,443
172.67.255.67,4,4,0.00,182.78,0.00,AMS,443
104.17.218.143,4,4,0.00,182.91,0.00,SJC,443
172.66.163.18,4,4,0.00,183.14,0.00,FRA,443
172.65.246.66,4,4,0.00,183.42,0.00,SJC,443
172.67.175.125,4,4,0.00,183.52,0.00,AMS,443
104.21.34.88,4,4,0.00,183.56,0.00,AMS,443
104.25.202.161,4,4,0.00,183.84,0.00,FRA,443
104.25.101.20,4,4,0.00,184.35,0.00,FRA,443
172.65.190.60,4,4,0.00,184.36,0.00,FRA,443
104.25.171.172,4,4,0.00,184.52,0.00,FRA,443
104.21.70.80,4,4,0.00,184.53,0.00,AMS,443
104.26.14.69,4,4,0.00,184.68,0.00,FRA,443
104.24.162.99,4,4,0.00,185.11,0.00,FRA,443
104.24.187.175,4,4,0.00,185.11,0.00,FRA,443
104.24.30.9,4,4,0.00,185.16,0.00,FRA,443
104.16.110.122,4,4,0.00,185.20,0.00,SJC,443
104.25.237.112,4,4,0.00,185.28,0.00,FRA,443
104.24.156.71,4,4,0.00,185.47,0.00,FRA,443
104.20.26.228,4,4,0.00,185.61,0.00,FRA,443
104.24.63.252,4,4,0.00,185.65,0.00,FRA,443
104.24.14.124,4,4,0.00,185.66,0.00,FRA,443
104.20.53.4,4,4,0.00,185.78,0.00,FRA,443
104.25.150.218,4,4,0.00,185.93,0.00,FRA,443
104.16.49.88,4,4,0.00,185.94,0.00,SJC,443
162.159.129.83,4,4,0.00,186.08,0.00,FRA,443
104.24.57.144,4,4,0.00,186.19,0.00,FRA,443
104.24.161.244,4,4,0.00,186.20,0.00,FRA,443
172.66.196.103,4,4,0.00,186.27,0.00,FRA,443
172.66.161.155,4,4,0.00,186.29,0.00,FRA,443
104.25.145.23,4,4,0.00,186.31,0.00,FRA,443
104.27.24.71,4,4,0.00,186.47,0.00,FRA,443
104.27.7.254,4,4,0.00,186.56,0.00,FRA,443
104.24.232.243,4,4,0.00,186.65,0.00,FRA,443
104.25.110.155,4,4,0.00,186.66,0.00,FRA,443
104.24.95.51,4,4,0.00,186.66,0.00,FRA,443
104.24.149.180,4,4,0.00,186.75,0.00,FRA,443
104.24.164.129,4,4,0.00,186.78,0.00,FRA,443
162.159.136.208,4,4,0.00,186.81,0.00,FRA,443
104.27.113.209,4,4,0.00,186.81,0.00,FRA,443
104.25.139.143,4,4,0.00,186.93,0.00,FRA,443
172.66.176.49,4,4,0.00,186.96,0.00,FRA,443
104.25.44.178,4,4,0.00,186.97,0.00,FRA,443
104.27.38.87,4,4,0.00,187.03,0.00,FRA,443
162.159.140.100,4,4,0.00,187.13,0.00,FRA,443
104.27.20.170,4,4,0.00,187.14,0.00,FRA,443
104.24.254.126,4,4,0.00,187.21,0.00,FRA,443
104.25.251.141,4,4,0.00,187.35,0.00,FRA,443
104.24.160.193,4,4,0.00,187.37,0.00,FRA,443
104.21.45.205,4,4,0.00,187.43,0.00,AMS,443
104.26.6.7,4,4,0.00,187.44,0.00,FRA,443
104.24.208.245,4,4,0.00,187.51,0.00,FRA,443
104.27.120.174,4,4,0.00,187.52,0.00,FRA,443
104.27.112.213,4,4,0.00,187.61,0.00,FRA,443
104.27.198.17,4,4,0.00,187.63,0.00,FRA,443
104.27.29.36,4,4,0.00,187.64,0.00,FRA,443
104.27.197.151,4,4,0.00,187.65,0.00,FRA,443
104.27.108.158,4,4,0.00,187.66,0.00,FRA,443
104.20.62.33,4,4,0.00,187.69,0.00,FRA,443
104.26.10.193,4,4,0.00,187.73,0.00,FRA,443
104.24.224.126,4,4,0.00,187.82,0.00,FRA,443
104.25.4.208,4,4,0.00,187.87,0.00,FRA,443
104.24.243.37,4,4,0.00,187.96,0.00,FRA,443
104.20.22.59,4,4,0.00,187.96,0.00,FRA,443
172.66.210.33,4,4,0.00,188.00,0.00,FRA,443
104.24.62.51,4,4,0.00,188.07,0.00,FRA,443
104.24.88.210,4,4,0.00,188.08,0.00,FRA,443
104.27.87.170,4,4,0.00,188.12,0.00,FRA,443
104.25.136.28,4,4,0.00,188.13,0.00,FRA,443
104.20.55.231,4,4,0.00,188.14,0.00,FRA,443
104.26.5.197,4,4,0.00,188.16,0.00,FRA,443
172.67.117.39,4,4,0.00,188.19,0.00,FRA,443
104.24.207.175,4,4,0.00,188.20,0.00,FRA,443
172.66.175.97,4,4,0.00,188.26,0.00,FRA,443
104.27.90.104,4,4,0.00,188.34,0.00,FRA,443
172.66.142.113,4,4,0.00,188.36,0.00,FRA,443
104.27.69.213,4,4,0.00,188.37,0.00,FRA,443
104.24.40.17,4,4,0.00,188.37,0.00,FRA,443
104.25.188.187,4,4,0.00,188.56,0.00,FRA,443
172.67.102.103,4,4,0.00,188.62,0.00,FRA,443
104.25.87.76,4,4,0.00,188.63,0.00,FRA,443
104.25.80.25,4,4,0.00,188.63,0.00,FRA,443
104.25.222.143,4,4,0.00,188.68,0.00,FRA,443
104.20.57.244,4,4,0.00,188.68,0.00,FRA,443
172.67.90.69,4,4,0.00,188.73,0.00,FRA,443
104.24.150.77,4,4,0.00,188.73,0.00,FRA,443
104.25.244.29,4,4,0.00,188.75,0.00,FRA,443
104.25.172.189,4,4,0.00,188.75,0.00,FRA,443
104.24.233.115,4,4,0.00,188.82,0.00,FRA,443
162.159.160.153,4,4,0.00,188.93,0.00,FRA,443
104.24.237.77,4,4,0.00,188.93,0.00,FRA,443
104.25.108.70,4,4,0.00,188.94,0.00,FRA,443
104.25.91.125,4,4,0.00,188.95,0.00,FRA,443
172.67.207.101,4,4,0.00,188.96,0.00,AMS,443
104.25.122.182,4,4,0.00,189.05,0.00,FRA,443
172.66.167.149,4,4,0.00,189.08,0.00,FRA,443
172.67.239.188,4,4,0.00,189.10,0.00,AMS,443
104.21.105.226,4,4,0.00,189.16,0.00,AMS,443
172.67.186.84,4,4,0.00,189.16,0.00,AMS,443
104.20.36.226,4,4,0.00,189.26,0.00,FRA,443
104.26.12.31,4,4,0.00,189.29,0.00,FRA,443
104.24.43.90,4,4,0.00,189.33,0.00,FRA,443
172.67.112.85,4,4,0.00,189.43,0.00,FRA,443
104.25.28.174,4,4,0.00,189.49,0.00,FRA,443
104.25.174.141,4,4,0.00,189.50,0.00,FRA,443
172.67.110.102,4,4,0.00,189.50,0.00,FRA,443
104.20.3.3,4,4,0.00,189.62,0.00,FRA,443
172.66.212.145,4,4,0.00,189.68,0.00,FRA,443
172.66.169.46,4,4,0.00,189.68,0.00,FRA,443
172.67.121.228,4,4,0.00,189.70,0.00,FRA,443
172.66.139.80,4,4,0.00,189.71,0.00,FRA,443
172.66.157.66,4,4,0.00,189.72,0.00,FRA,443
104.27.12.37,4,4,0.00,189.75,0.00,FRA,443
172.66.203.96,4,4,0.00,189.78,0.00,FRA,443
104.24.175.181,4,4,0.00,189.80,0.00,FRA,443
104.25.102.246,4,4,0.00,189.82,0.00,FRA,443
104.24.58.126,4,4,0.00,189.85,0.00,FRA,443
172.67.65.176,4,4,0.00,189.89,0.00,FRA,443
104.21.37.198,4,4,0.00,189.91,0.00,AMS,443
104.27.104.44,4,4,0.00,189.92,0.00,FRA,443
172.66.160.88,4,4,0.00,190.00,0.00,FRA,443
104.27.74.187,4,4,0.00,190.00,0.00,FRA,443
104.24.131.88,4,4,0.00,190.05,0.00,FRA,443
104.25.239.237,4,4,0.00,190.09,0.00,FRA,443
172.66.215.54,4,4,0.00,190.12,0.00,FRA,443
104.25.189.60,4,4,0.00,190.16,0.00,FRA,443
104.27.117.171,4,4,0.00,190.17,0.00,FRA,443
104.25.146.198,4,4,0.00,190.21,0.00,FRA,443
104.25.13.156,4,4,0.00,190.24,0.00,FRA,443
104.24.234.176,4,4,0.00,190.28,0.00,FRA,443
104.24.2.159,4,4,0.00,190.31,0.00,FRA,443
104.25.55.181,4,4,0.00,190.34,0.00,FRA,443
172.67.97.61,4,4,0.00,190.37,0.00,FRA,443
104.24.17.192,4,4,0.00,190.38,0.00,FRA,443
104.27.125.240,4,4,0.00,190.41,0.00,FRA,443
172.66.150.179,4,4,0.00,190.43,0.00,FRA,443
172.67.221.156,4,4,0.00,190.43,0.00,AMS,443
104.27.107.203,4,4,0.00,190.46,0.00,FRA,443
104.25.19.253,4,4,0.00,190.47,0.00,FRA,443
104.21.2.48,4,4,0.00,190.49,0.00,AMS,443
104.25.230.128,4,4,0.00,190.52,0.00,FRA,443
104.25.40.46,4,4,0.00,190.59,0.00,FRA,443
104.20.2.219,4,4,0.00,190.60,0.00,FRA,443
162.159.128.201,4,4,0.00,190.63,0.00,FRA,443
104.24.223.186,4,4,0.00,190.70,0.00,FRA,443
104.25.16.176,4,4,0.00,190.71,0.00,FRA,443
104.25.143.134,4,4,0.00,190.73,0.00,FRA,443
104.25.34.157,4,4,0.00,190.80,0.00,FRA,443
172.65.39.7,4,4,0.00,190.80,0.00,AMS,443
172.66.201.38,4,4,0.00,190.81,0.00,FRA,443
104.27.101.250,4,4,0.00,190.88,0.00,FRA,443
104.24.53.74,4,4,0.00,190.89,0.00,FRA,443
172.67.217.173,4,4,0.00,190.89,0.00,AMS,443
172.67.95.196,4,4,0.00,190.95,0.00,FRA,443
104.20.63.15,4,4,0.00,191.00,0.00,FRA,443
104.24.91.215,4,4,0.00,191.01,0.00,FRA,443
104.24.152.187,4,4,0.00,191.04,0.00,FRA,443
104.25.223.119,4,4,0.00,191.06,0.00,FRA,443
172.66.206.77,4,4,0.00,191.13,0.00,FRA,443
104.25.36.120,4,4,0.00,191.14,0.00,FRA,443
104.25.97.6,4,4,0.00,191.14,0.00,FRA,443
172.67.218.164,4,4,0.00,191.15,0.00,AMS,443
104.25.216.167,4,4,0.00,191.16,0.00,FRA,443
104.24.135.198,4,4,0.00,191.18,0.00,FRA,443
104.21.119.182,4,4,0.00,191.19,0.00,AMS,443
104.25.220.195,4,4,0.00,191.24,0.00,FRA,443
104.21.25.197,4,4,0.00,191.25,0.00,AMS,443
172.67.141.60,4,4,0.00,191.27,0.00,AMS,443
104.24.216.120,4,4,0.00,191.27,0.00,FRA,443
104.27.123.98,4,4,0.00,191.32,0.00,FRA,443
104.20.17.189,4,4,0.00,191.41,0.00,FRA,443
104.25.205.237,4,4,0.00,191.46,0.00,FRA,443
172.67.235.99,4,4,0.00,191.50,0.00,AMS,443
104.21.221.95,4,4,0.00,191.52,0.00,AMS,443
104.24.47.154,4,4,0.00,191.59,0.00,FRA,443
172.67.153.158,4,4,0.00,191.63,0.00,AMS,443
104.27.94.87,4,4,0.00,191.65,0.00,FRA,443
104.24.75.199,4,4,0.00,191.71,0.00,FRA,443
104.21.92.234,4,4,0.00,191.81,0.00,AMS,443
104.24.188.48,4,4,0.00,191.82,0.00,FRA,443
172.67.82.105,4,4,0.00,191.82,0.00,FRA,443
172.67.214.60,4,4,0.00,191.85,0.00,AMS,443
104.25.32.235,4,4,0.00,191.89,0.00,FRA,443
104.27.39.112,4,4,0.00,191.93,0.00,FRA,443
172.67.75.249,4,4,0.00,191.95,0.00,FRA,443
172.67.188.80,4,4,0.00,192.00,0.00,AMS,443
104.20.59.57,4,4,0.00,192.00,0.00,FRA,443
104.27.21.238,4,4,0.00,192.00,0.00,FRA,443
104.21.23.206,4,4,0.00,192.02,0.00,AMS,443
172.67.216.154,4,4,0.00,192.03,0.00,AMS,443
172.67.109.29,4,4,0.00,192.06,0.00,FRA,443
172.67.178.7,4,4,0.00,192.08,0.00,AMS,443
104.21.67.74,4,4,0.00,192.10,0.00,AMS,443
172.67.211.104,4,4,0.00,192.15,0.00,AMS,443
172.67.78.29,4,4,0.00,192.18,0.00,FRA,443
172.67.254.248,4,4,0.00,192.23,0.00,AMS,443
172.67.194.63,4,4,0.00,192.28,0.00,AMS,443
104.21.62.241,4,4,0.00,192.30,0.00,AMS,443
104.25.123.152,4,4,0.00,192.33,0.00,FRA,443
172.67.145.166,4,4,0.00,192.34,0.00,AMS,443
172.67.246.53,4,4,0.00,192.34,0.00,AMS,443
104.24.159.117,4,4,0.00,192.40,0.00,FRA,443
104.27.192.182,4,4,0.00,192.40,0.00,FRA,443
104.24.194.166,4,4,0.00,192.50,0.00,FRA,443
188.114.96.154,4,4,0.00,192.50,0.00,AMS,443
104.21.85.178,4,4,0.00,192.55,0.00,AMS,443
172.65.45.180,4,4,0.00,192.58,0.00,AMS,443
104.27.102.218,4,4,0.00,192.59,0.00,FRA,443
104.20.4.155,4,4,0.00,192.62,0.00,FRA,443
104.25.10.234,4,4,0.00,192.74,0.00,FRA,443
104.25.104.34,4,4,0.00,192.76,0.00,FRA,443
104.27.83.234,4,4,0.00,192.82,0.00,FRA,443
104.25.255.169,4,4,0.00,192.85,0.00,FRA,443
104.20.13.224,4,4,0.00,192.87,0.00,FRA,443
104.24.9.131,4,4,0.00,192.93,0.00,FRA,443
104.27.109.119,4,4,0.00,192.93,0.00,FRA,443
172.67.224.5,4,4,0.00,192.94,0.00,AMS,443
104.20.58.234,4,4,0.00,193.02,0.00,FRA,443
104.24.56.215,4,4,0.00,193.07,0.00,FRA,443
104.27.202.174,4,4,0.00,193.10,0.00,FRA,443
104.27.46.11,4,4,0.00,193.12,0.00,FRA,443
104.25.93.7,4,4,0.00,193.14,0.00,FRA,443
104.24.171.117,4,4,0.00,193.16,0.00,FRA,443
104.25.138.216,4,4,0.00,193.20,0.00,FRA,443
104.27.205.89,4,4,0.00,193.21,0.00,FRA,443
104.21.113.121,4,4,0.00,193.32,0.00,AMS,443
104.25.196.56,4,4,0.00,193.40,0.00,FRA,443
104.21.53.93,4,4,0.00,193.43,0.00,AMS,443
104.27.98.119,4,4,0.00,193.44,0.00,FRA,443
104.27.116.86,4,4,0.00,193.45,0.00,FRA,443
104.27.49.185,4,4,0.00,193.47,0.00,FRA,443
104.27.4.99,4,4,0.00,193.48,0.00,FRA,443
172.67.179.161,4,4,0.00,193.50,0.00,AMS,443
104.24.220.129,4,4,0.00,193.54,0.00,FRA,443
104.24.46.37,4,4,0.00,193.57,0.00,FRA,443
104.27.70.116,4,4,0.00,193.63,0.00,FRA,443
172.67.240.160,4,4,0.00,193.64,0.00,AMS,443
104.21.46.198,4,4,0.00,193.66,0.00,AMS,443
172.67.119.252,4,4,0.00,193.71,0.00,FRA,443
104.24.169.204,4,4,0.00,193.75,0.00,FRA,443
141.101.113.176,4,4,0.00,193.83,0.00,FRA,443
104.25.31.37,4,4,0.00,193.83,0.00,FRA,443
104.27.105.153,4,4,0.00,193.85,0.00,FRA,443
104.27.114.182,4,4,0.00,193.85,0.00,FRA,443
104.25.207.243,4,4,0.00,193.85,0.00,FRA,443
104.24.138.19,4,4,0.00,193.85,0.00,FRA,443
104.24.146.162,4,4,0.00,193.87,0.00,FRA,443
104.25.221.103,4,4,0.00,193.88,0.00,FRA,443
104.21.195.178,4,4,0.00,193.91,0.00,AMS,443
104.21.106.170,4,4,0.00,194.01,0.00,AMS,443
104.24.0.41,4,4,0.00,194.02,0.00,FRA,443
104.25.198.143,4,4,0.00,194.08,0.00,FRA,443
104.24.137.226,4,4,0.00,194.08,0.00,FRA,443
104.27.59.86,4,4,0.00,194.13,0.00,FRA,443
104.25.186.63,4,4,0.00,194.14,0.00,FRA,443
104.21.26.17,4,4,0.00,194.20,0.00,AMS,443
172.65.191.226,4,4,0.00,194.25,0.00,FRA,443
172.67.164.85,4,4,0.00,194.27,0.00,AMS,443
104.27.53.12,4,4,0.00,194.28,0.00,FRA,443
104.20.28.136,4,4,0.00,194.29,0.00,FRA,443
104.25.160.45,4,4,0.00,194.31,0.00,FRA,443
104.25.191.66,4,4,0.00,194.32,0.00,FRA,443
104.24.41.186,4,4,0.00,194.33,0.00,FRA,443
172.67.200.128,4,4,0.00,194.33,0.00,AMS,443
104.25.219.116,4,4,0.00,194.37,0.00,FRA,443
104.20.6.187,4,4,0.00,194.38,0.00,FRA,443
104.27.30.242,4,4,0.00,194.38,0.00,FRA,443
104.27.122.198,4,4,0.00,194.41,0.00,FRA,443
104.25.227.62,4,4,0.00,194.41,0.00,FRA,443
104.25.64.239,4,4,0.00,194.46,0.00,FRA,443
104.27.56.72,4,4,0.00,194.50,0.00,FRA,443
104.21.87.254,4,4,0.00,194.52,0.00,AMS,443
104.25.240.3,4,4,0.00,194.55,0.00,FRA,443
104.24.170.80,4,4,0.00,194.58,0.00,FRA,443
104.25.236.47,4,4,0.00,194.59,0.00,FRA,443
172.66.144.140,4,4,0.00,194.59,0.00,FRA,443
104.25.181.121,4,4,0.00,194.62,0.00,FRA,443
104.24.222.159,4,4,0.00,194.64,0.00,FRA,443
104.21.66.248,4,4,0.00,194.71,0.00,AMS,443
104.21.111.33,4,4,0.00,194.75,0.00,AMS,443
104.24.32.118,4,4,0.00,194.77,0.00,FRA,443
172.67.169.223,4,4,0.00,194.79,0.00,AMS,443
104.25.152.124,4,4,0.00,194.84,0.00,FRA,443
104.21.217.0,4,4,0.00,194.84,0.00,AMS,443
104.24.27.33,4,4,0.00,194.85,0.00,FRA,443
104.25.89.80,4,4,0.00,194.85,0.00,FRA,443
104.20.41.189,4,4,0.00,194.87,0.00,FRA,443
104.24.72.71,4,4,0.00,194.88,0.00,FRA,443
104.24.155.178,4,4,0.00,194.88,0.00,FRA,443
104.24.7.144,4,4,0.00,194.89,0.00,FRA,443
172.66.147.195,4,4,0.00,194.91,0.00,FRA,443
172.67.148.63,4,4,0.00,194.91,0.00,AMS,443
104.25.74.169,4,4,0.00,194.92,0.00,FRA,443
172.66.207.204,4,4,0.00,194.99,0.00,FRA,443
172.65.184.95,4,4,0.00,194.99,0.00,FRA,443
172.67.185.127,4,4,0.00,195.01,0.00,AMS,443
104.27.5.20,4,4,0.00,195.05,0.00,FRA,443
104.24.235.62,4,4,0.00,195.07,0.00,FRA,443
104.20.35.48,4,4,0.00,195.09,0.00,FRA,443
172.67.74.180,4,4,0.00,195.09,0.00,FRA,443
172.67.70.192,4,4,0.00,195.09,0.00,FRA,443
104.24.21.49,4,4,0.00,195.10,0.00,FRA,443
172.67.234.106,4,4,0.00,195.15,0.00,AMS,443
104.27.2.5,4,4,0.00,195.16,0.00,FRA,443
104.21.96.108,4,4,0.00,195.22,0.00,AMS,443
172.66.170.88,4,4,0.00,195.23,0.00,FRA,443
104.27.52.160,4,4,0.00,195.24,0.00,FRA,443
162.159.130.75,4,4,0.00,195.28,0.00,FRA,443
104.26.9.250,4,4,0.00,195.29,0.00,FRA,443
104.25.25.45,4,4,0.00,195.29,0.00,FRA,443
104.25.69.58,4,4,0.00,195.30,0.00,FRA,443
104.24.186.86,4,4,0.00,195.40,0.00,FRA,443
104.24.190.132,4,4,0.00,195.45,0.00,FRA,443
172.67.124.105,4,4,0.00,195.46,0.00,FRA,443
104.24.236.19,4,4,0.00,195.47,0.00,FRA,443
172.67.122.91,4,4,0.00,195.49,0.00,FRA,443
104.20.46.27,4,4,0.00,195.51,0.00,FRA,443
104.24.221.78,4,4,0.00,195.53,0.00,FRA,443
104.27.19.204,4,4,0.00,195.56,0.00,FRA,443
104.20.54.114,4,4,0.00,195.57,0.00,FRA,443
104.21.27.217,4,4,0.00,195.57,0.00,AMS,443
104.25.78.161,4,4,0.00,195.58,0.00,FRA,443
172.67.210.144,4,4,0.00,195.59,0.00,AMS,443
172.67.155.250,4,4,0.00,195.60,0.00,AMS,443
172.67.139.141,4,4,0.00,195.61,0.00,AMS,443
104.24.213.56,4,4,0.00,195.61,0.00,FRA,443
172.67.229.13,4,4,0.00,195.63,0.00,AMS,443
172.67.80.20,4,4,0.00,195.66,0.00,FRA,443
104.27.44.72,4,4,0.00,195.66,0.00,FRA,443
104.25.235.204,4,4,0.00,195.66,0.00,FRA,443
104.24.201.216,4,4,0.00,195.67,0.00,FRA,443
104.24.25.98,4,4,0.00,195.70,0.00,FRA,443
104.24.174.110,4,4,0.00,195.73,0.00,FRA,443
172.67.191.120,4,4,0.00,195.75,0.00,AMS,443
104.24.16.106,4,4,0.00,195.77,0.00,FRA,443
104.25.127.126,4,4,0.00,195.79,0.00,FRA,443
172.67.242.97,4,4,0.00,195.79,0.00,AMS,443
104.27.71.133,4,4,0.00,195.81,0.00,FRA,443
104.24.13.21,4,4,0.00,195.81,0.00,FRA,443
104.24.59.228,4,4,0.00,195.83,0.00,FRA,443
104.27.40.99,4,4,0.00,195.85,0.00,FRA,443
104.24.172.44,4,4,0.00,195.96,0.00,FRA,443
104.27.115.87,4,4,0.00,195.97,0.00,FRA,443
172.67.174.170,4,4,0.00,195.97,0.00,AMS,443
104.27.196.96,4,4,0.00,196.00,0.00,FRA,443
104.21.89.183,4,4,0.00,196.07,0.00,AMS,443
104.24.3.186,4,4,0.00,196.11,0.00,FRA,443
104.21.72.118,4,4,0.00,196.12,0.00,AMS,443
172.66.199.200,4,4,0.00,196.18,0.00,FRA,443
104.24.228.14,4,4,0.00,196.26,0.00,FRA,443
104.20.37.35,4,4,0.00,196.26,0.00,FRA,443
162.159.133.47,4,4,0.00,196.26,0.00,FRA,443
104.27.57.98,4,4,0.00,196.27,0.00,FRA,443
104.24.93.15,4,4,0.00,196.41,0.00,FRA,443
172.67.129.151,4,4,0.00,196.41,0.00,AMS,443
104.24.6.22,4,4,0.00,196.42,0.00,FRA,443
172.66.138.71,4,4,0.00,196.44,0.00,FRA,443
172.65.180.98,4,4,0.00,196.47,0.00,FRA,443
104.24.11.98,4,4,0.00,196.48,0.00,FRA,443
172.66.213.125,4,4,0.00,196.51,0.00,FRA,443
104.21.115.60,4,4,0.00,196.51,0.00,AMS,443
104.25.153.197,4,4,0.00,196.52,0.00,FRA,443
104.25.1.108,4,4,0.00,196.53,0.00,FRA,443
104.24.196.149,4,4,0.00,196.56,0.00,FRA,443
104.21.108.39,4,4,0.00,196.57,0.00,AMS,443
104.25.118.152,4,4,0.00,196.61,0.00,FRA,443
104.21.68.79,4,4,0.00,196.68,0.00,AMS,443
104.25.199.242,4,4,0.00,196.68,0.00,FRA,443
104.25.195.254,4,4,0.00,196.68,0.00,FRA,443
172.67.201.56,4,4,0.00,196.73,0.00,AMS,443
104.21.56.83,4,4,0.00,196.77,0.00,AMS,443
172.66.195.39,4,4,0.00,196.78,0.00,FRA,443
172.67.202.91,4,4,0.00,196.86,0.00,AMS,443
104.25.242.9,4,4,0.00,196.89,0.00,FRA,443
104.25.203.38,4,4,0.00,196.91,0.00,FRA,443
104.21.91.19,4,4,0.00,196.91,0.00,AMS,443
172.67.151.104,4,4,0.00,196.91,0.00,AMS,443
162.159.135.222,4,4,0.00,196.94,0.00,FRA,443
172.67.127.85,4,4,0.00,196.95,0.00,FRA,443
172.67.79.183,4,4,0.00,196.98,0.00,FRA,443
104.21.198.52,4,4,0.00,197.01,0.00,AMS,443
104.25.168.176,4,4,0.00,197.04,0.00,FRA,443
104.25.141.102,4,4,0.00,197.07,0.00,FRA,443
172.67.146.161,4,4,0.00,197.10,0.00,AMS,443
172.67.104.3,4,4,0.00,197.11,0.00,FRA,443
104.25.63.209,4,4,0.00,197.18,0.00,FRA,443
104.25.249.149,4,4,0.00,197.29,0.00,FRA,443
172.66.177.12,4,4,0.00,197.31,0.00,FRA,443
104.27.47.197,4,4,0.00,197.33,0.00,FRA,443
104.24.79.155,4,4,0.00,197.33,0.00,FRA,443
172.67.92.12,4,4,0.00,197.36,0.00,FRA,443
104.20.40.40,4,4,0.00,197.38,0.00,FRA,443
104.25.72.111,4,4,0.00,197.39,0.00,FRA,443
104.25.58.9,4,4,0.00,197.53,0.00,FRA,443
104.25.170.140,4,4,0.00,197.55,0.00,FRA,443
104.24.251.19,4,4,0.00,197.56,0.00,FRA,443
172.66.128.61,4,4,0.00,197.61,0.00,FRA,443
172.67.81.68,4,4,0.00,197.64,0.00,FRA,443
172.67.231.96,4,4,0.00,197.67,0.00,AMS,443
104.25.204.73,4,4,0.00,197.67,0.00,FRA,443
104.24.253.105,4,4,0.00,197.69,0.00,FRA,443
172.67.177.2,4,4,0.00,197.70,0.00,AMS,443
104.27.121.154,4,4,0.00,197.70,0.00,FRA,443
104.25.184.66,4,4,0.00,197.83,0.00,FRA,443
104.21.100.167,4,4,0.00,197.85,0.00,AMS,443
104.24.55.227,4,4,0.00,197.87,0.00,FRA,443
104.26.4.146,4,4,0.00,197.90,0.00,FRA,443
104.25.157.20,4,4,0.00,197.94,0.00,FRA,443
104.24.23.205,4,4,0.00,197.98,0.00,FRA,443
104.25.247.205,4,4,0.00,198.00,0.00,FRA,443
104.24.61.100,4,4,0.00,198.03,0.00,FRA,443
104.25.178.223,4,4,0.00,198.18,0.00,FRA,443
104.27.194.111,4,4,0.00,198.19,0.00,FRA,443
104.25.113.68,4,4,0.00,198.33,0.00,FRA,443
