IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
104.18.250.155,4,4,0.00,160.93,0.00,SJC,443
104.18.26.118,4,4,0.00,160.99,0.00,LAX,443
104.16.230.65,4,4,0.00,160.99,0.00,SJC,443
104.16.201.109,4,4,0.00,161.00,0.00,SJC,443
104.20.27.36,4,4,0.00,161.05,0.00,FRA,443
104.16.143.41,4,4,0.00,161.05,0.00,SJC,443
104.16.104.18,4,4,0.00,161.05,0.00,SJC,443
104.19.25.94,4,4,0.00,161.09,0.00,SJC,443
104.16.119.185,4,4,0.00,161.10,0.00,LAX,443
172.67.118.254,4,4,0.00,161.16,0.00,FRA,443
104.21.36.18,4,4,0.00,161.20,0.00,AMS,443
104.17.4.123,4,4,0.00,161.34,0.00,SJC,443
104.16.117.14,4,4,0.00,161.54,0.00,LAX,443
104.24.141.92,4,4,0.00,161.61,0.00,FRA,443
104.19.4.189,4,4,0.00,161.67,0.00,SJC,443
104.16.174.90,4,4,0.00,161.68,0.00,SJC,443
104.17.58.192,4,4,0.00,161.74,0.00,SJC,443
104.16.130.73,4,4,0.00,161.83,0.00,SJC,443
172.66.200.189,4,4,0.00,161.87,0.00,FRA,443
172.66.214.191,4,4,0.00,161.89,0.00,FRA,443
104.17.236.130,4,4,0.00,161.90,0.00,SJC,443
104.27.95.86,4,4,0.00,161.94,0.00,FRA,443
104.21.73.207,4,4,0.00,161.94,0.00,AMS,443
162.159.192.150,4,4,0.00,161.96,0.00,LAX,443
172.67.245.122,4,4,0.00,161.98,0.00,AMS,443
104.18.94.27,4,4,0.00,162.01,0.00,SJC,443
104.17.157.184,4,4,0.00,162.04,0.00,SJC,443
104.17.69.132,4,4,0.00,162.07,0.00,SJC,443
104.21.69.207,4,4,0.00,162.11,0.00,AMS,443
104.24.80.120,4,4,0.00,162.12,0.00,FRA,443
172.66.162.199,4,4,0.00,162.14,0.00,FRA,443
162.159.138.195,4,4,0.00,162.17,0.00,FRA,443
104.19.99.103,4,4,0.00,162.20,0.00,SJC,443
172.67.223.77,4,4,0.00,162.20,0.00,AMS,443
104.18.145.230,4,4,0.00,162.25,0.00,SJC,443
104.17.234.95,4,4,0.00,162.25,0.00,SJC,443
104.16.107.81,4,4,0.00,162.27,0.00,SJC,443
104.17.19.241,4,4,0.00,162.29,0.00,SJC,443
104.16.11.64,4,4,0.00,162.29,0.00,SJC,443
172.67.166.241,4,4,0.00,162.29,0.00,AMS,443
104.21.22.222,4,4,0.00,162.42,0.00,AMS,443
103.21.244.153,4,4,0.00,162.48,0.00,SJC,443
162.159.198.64,4,4,0.00,162.49,0.00,SJC,443
104.19.136.52,4,4,0.00,162.53,0.00,LAX,443
104.18.180.20,4,4,0.00,162.56,0.00,SJC,443
104.21.238.98,4,4,0.00,162.68,0.00,LAX,443
104.18.74.174,4,4,0.00,162.70,0.00,SJC,443
104.16.253.247,4,4,0.00,162.74,0.00,SJC,443
104.25.81.191,4,4,0.00,162.75,0.00,FRA,443
104.21.28.18,4,4,0.00,162.75,0.00,AMS,443
104.17.134.78,4,4,0.00,162.75,0.00,SJC,443
104.21.51.13,4,4,0.00,162.76,0.00,AMS,443
104.21.90.163,4,4,0.00,162.79,0.00,AMS,443
104.17.254.98,4,4,0.00,162.83,0.00,SJC,443
104.21.224.238,4,4,0.00,162.83,0.00,LAX,443
104.18.182.5,4,4,0.00,162.94,0.00,SJC,443
104.25.194.182,4,4,0.00,162.95,0.00,FRA,443
104.21.237.52,4,4,0.00,163.00,0.00,LAX,443
104.17.88.135,4,4,0.00,163.00,0.00,SJC,443
104.24.24.21,4,4,0.00,163.03,0.00,FRA,443
104.19.13.78,4,4,0.00,163.04,0.00,SJC,443
104.20.23.12,4,4,0.00,163.08,0.00,FRA,443
104.21.21.161,4,4,0.00,163.12,0.00,AMS,443
104.18.119.152,4,4,0.00,163.16,0.00,LAX,443
104.27.1.230,4,4,0.00,163.17,0.00,FRA,443
104.20.43.214,4,4,0.00,163.23,0.00,FRA,443
104.26.3.187,4,4,0.00,163.23,0.00,FRA,443
104.21.19.239,4,4,0.00,163.24,0.00,AMS,443
104.24.73.101,4,4,0.00,163.25,0.00,FRA,443
104.17.24.150,4,4,0.00,163.26,0.00,SJC,443
104.24.45.19,4,4,0.00,163.27,0.00,FRA,443
172.67.156.37,4,4,0.00,163.28,0.00,AMS,443
104.24.44.221,4,4,0.00,163.28,0.00,FRA,443
104.24.51.46,4,4,0.00,163.29,0.00,FRA,443
104.25.76.158,4,4,0.00,163.33,0.00,FRA,443
104.21.5.231,4,4,0.00,163.34,0.00,AMS,443
104.16.208.242,4,4,0.00,163.34,0.00,SJC,443
172.65.195.135,4,4,0.00,163.40,0.00,SJC,443
104.25.162.68,4,4,0.00,163.43,0.00,FRA,443
104.24.60.1,4,4,0.00,163.47,0.00,FRA,443
104.21.102.236,4,4,0.00,163.47,0.00,AMS,443
172.67.226.199,4,4,0.00,163.50,0.00,AMS,443
104.25.135.69,4,4,0.00,163.50,0.00,FRA,443
104.25.161.248,4,4,0.00,163.51,0.00,FRA,443
104.21.88.18,4,4,0.00,163.56,0.00,AMS,443
104.24.83.119,4,4,0.00,163.57,0.00,FRA,443
104.17.148.85,4,4,0.00,163.68,0.00,SJC,443
104.18.113.90,4,4,0.00,163.71,0.00,LAX,443
104.18.28.51,4,4,0.00,163.71,0.00,LAX,443
104.19.45.69,4,4,0.00,163.72,0.00,SJC,443
104.25.192.232,4,4,0.00,163.73,0.00,FRA,443
104.16.118.166,4,4,0.00,163.77,0.00,LAX,443
104.18.3.2,4,4,0.00,163.80,0.00,SJC,443
162.159.234.44,4,4,0.00,163.85,0.00,DEN,443
172.66.151.237,4,4,0.00,163.94,0.00,FRA,443
104.17.22.0,4,4,0.00,163.98,0.00,SJC,443
172.67.180.167,4,4,0.00,164.02,0.00,AMS,443
104.26.8.12,4,4,0.00,164.04,0.00,FRA,443
104.27.64.12,4,4,0.00,164.05,0.00,FRA,443
104.21.230.192,4,4,0.00,164.06,0.00,LAX,443
162.159.251.207,4,4,0.00,164.07,0.00,LAX,443
172.67.85.210,4,4,0.00,164.11,0.00,FRA,443
104.20.18.214,4,4,0.00,164.11,0.00,FRA,443
104.19.143.234,4,4,0.00,164.11,0.00,LAX,443
104.20.10.123,4,4,0.00,164.25,0.00,FRA,443
104.20.21.41,4,4,0.00,164.27,0.00,FRA,443
104.17.242.160,4,4,0.00,164.37,0.00,SJC,443
104.25.234.170,4,4,0.00,164.38,0.00,FRA,443
104.19.203.72,4,4,0.00,164.38,0.00,SJC,443
172.67.132.88,4,4,0.00,164.43,0.00,AMS,443
104.27.85.2,4,4,0.00,164.45,0.00,FRA,443
104.21.120.2,4,4,0.00,164.46,0.00,AMS,443
172.64.67.129,4,4,0.00,164.49,0.00,SJC,443
104.19.139.103,4,4,0.00,164.49,0.00,LAX,443
162.159.247.245,4,4,0.00,164.51,0.00,LAX,443
104.21.61.36,4,4,0.00,164.56,0.00,AMS,443
104.21.214.37,4,4,0.00,164.62,0.00,AMS,443
104.21.220.69,4,4,0.00,164.62,0.00,AMS,443
104.24.74.76,4,4,0.00,164.63,0.00,FRA,443
104.21.205.253,4,4,0.00,164.64,0.00,AMS,443
104.18.56.214,4,4,0.00,164.65,0.00,SJC,443
104.24.92.174,4,4,0.00,164.65,0.00,FRA,443
172.66.166.254,4,4,0.00,164.66,0.00,FRA,443
172.66.158.153,4,4,0.00,164.71,0.00,FRA,443
104.27.41.16,4,4,0.00,164.75,0.00,FRA,443
104.18.31.136,4,4,0.00,164.82,0.00,LAX,443
104.25.0.76,4,4,0.00,164.85,0.00,FRA,443
172.67.142.123,4,4,0.00,164.85,0.00,AMS,443
172.67.244.235,4,4,0.00,164.86,0.00,AMS,443
104.17.227.193,4,4,0.00,164.91,0.00,SJC,443
172.66.132.180,4,4,0.00,164.93,0.00,FRA,443
104.16.219.33,4,4,0.00,164.96,0.00,SJC,443
104.25.30.220,4,4,0.00,164.97,0.00,FRA,443
104.17.83.14,4,4,0.00,164.97,0.00,SJC,443
104.24.8.45,4,4,0.00,165.05,0.00,FRA,443
104.18.253.183,4,4,0.00,165.06,0.00,SJC,443
104.16.4.108,4,4,0.00,165.13,0.00,SJC,443
104.21.103.190,4,4,0.00,165.15,0.00,AMS,443
104.17.49.124,4,4,0.00,165.24,0.00,SJC,443
104.27.93.101,4,4,0.00,165.25,0.00,FRA,443
104.24.211.13,4,4,0.00,165.30,0.00,FRA,443
104.17.127.179,4,4,0.00,165.36,0.00,SJC,443
104.19.145.215,4,4,0.00,165.38,0.00,SJC,443
104.17.146.112,4,4,0.00,165.38,0.00,SJC,443
104.24.134.34,4,4,0.00,165.38,0.00,FRA,443
104.18.93.166,4,4,0.00,165.41,0.00,SJC,443
104.21.216.30,4,4,0.00,165.41,0.00,AMS,443
104.24.71.202,4,4,0.00,165.48,0.00,FRA,443
172.67.190.181,4,4,0.00,165.48,0.00,AMS,443
104.25.169.55,4,4,0.00,165.53,0.00,FRA,443
104.25.175.36,4,4,0.00,165.56,0.00,FRA,443
172.67.172.7,4,4,0.00,165.63,0.00,AMS,443
104.16.84.22,4,4,0.00,165.64,0.00,SJC,443
104.18.92.63,4,4,0.00,165.76,0.00,SJC,443
104.18.110.165,4,4,0.00,165.78,0.00,SJC,443
104.16.131.37,4,4,0.00,165.82,0.00,SJC,443
104.18.218.29,4,4,0.00,165.85,0.00,SJC,443
104.21.20.245,4,4,0.00,165.88,0.00,AMS,443
104.21.213.154,4,4,0.00,165.90,0.00,AMS,443
104.25.95.183,4,4,0.00,165.93,0.00,FRA,443
104.16.179.251,4,4,0.00,165.94,0.00,SJC,443
104.25.151.195,4,4,0.00,165.94,0.00,FRA,443
104.16.89.90,4,4,0.00,165.95,0.00,SJC,443
162.159.240.52,4,4,0.00,166.01,0.00,LAX,443
162.159.224.226,4,4,0.00,166.02,0.00,DEN,443
104.24.173.151,4,4,0.00,166.04,0.00,FRA,443
104.27.0.98,4,4,0.00,166.05,0.00,FRA,443
172.67.197.182,4,4,0.00,166.05,0.00,AMS,443
104.21.236.17,4,4,0.00,166.07,0.00,LAX,443
104.18.86.122,4,4,0.00,166.11,0.00,SJC,443
104.25.38.164,4,4,0.00,166.14,0.00,FRA,443
104.19.112.125,4,4,0.00,166.14,0.00,SJC,443
104.25.68.88,4,4,0.00,166.16,0.00,FRA,443
104.19.131.62,4,4,0.00,166.17,0.00,LAX,443
104.24.200.153,4,4,0.00,166.18,0.00,FRA,443
104.19.200.229,4,4,0.00,166.19,0.00,SJC,443
104.19.70.61,4,4,0.00,166.22,0.00,SJC,443
104.21.233.4,4,4,0.00,166.26,0.00,LAX,443
104.16.88.221,4,4,0.00,166.34,0.00,SJC,443
104.25.54.88,4,4,0.00,166.36,0.00,FRA,443
104.19.208.116,4,4,0.00,166.36,0.00,SJC,443
104.19.171.250,4,4,0.00,166.37,0.00,SJC,443
104.17.97.252,4,4,0.00,166.37,0.00,SJC,443
172.65.53.127,4,4,0.00,166.38,0.00,AMS,443
162.159.249.106,4,4,0.00,166.39,0.00,LAX,443
104.19.201.191,4,4,0.00,166.42,0.00,SJC,443
104.24.192.189,4,4,0.00,166.43,0.00,FRA,443
162.159.193.90,4,4,0.00,166.47,0.00,SJC,443
104.18.136.61,4,4,0.00,166.50,0.00,SJC,443
104.25.120.26,4,4,0.00,166.50,0.00,FRA,443
104.17.74.138,4,4,0.00,166.54,0.00,SJC,443
104.21.52.241,4,4,0.00,166.55,0.00,AMS,443
104.18.123.103,4,4,0.00,166.56,0.00,LAX,443
104.24.129.149,4,4,0.00,166.73,0.00,FRA,443
172.67.248.193,4,4,0.00,166.80,0.00,AMS,443
104.17.178.114,4,4,0.00,166.81,0.00,SJC,443
104.27.18.200,4,4,0.00,166.84,0.00,FRA,443
172.67.101.37,4,4,0.00,166.88,0.00,FRA,443
104.19.218.185,4,4,0.00,166.90,0.00,SJC,443
104.19.48.254,4,4,0.00,166.92,0.00,SJC,443
162.159.250.63,4,4,0.00,166.94,0.00,LAX,443
198.41.199.160,4,4,0.00,167.07,0.00,SJC,443
104.25.214.91,4,4,0.00,167.11,0.00,FRA,443
104.18.166.29,4,4,0.00,167.12,0.00,SJC,443
104.19.85.236,4,4,0.00,167.17,0.00,SJC,443
104.16.202.155,4,4,0.00,167.24,0.00,SJC,443
172.67.140.151,4,4,0.00,167.26,0.00,AMS,443
104.19.137.41,4,4,0.00,167.26,0.00,LAX,443
104.21.225.32,4,4,0.00,167.27,0.00,LAX,443
172.67.165.33,4,4,0.00,167.28,0.00,AMS,443
104.17.151.65,4,4,0.00,167.36,0.00,SJC,443
104.25.121.82,4,4,0.00,167.38,0.00,FRA,443
104.16.57.237,4,4,0.00,167.39,0.00,SJC,443
104.17.249.71,4,4,0.00,167.40,0.00,SJC,443
104.26.1.240,4,4,0.00,167.42,0.00,FRA,443
104.18.18.172,4,4,0.00,167.44,0.00,LAX,443
104.16.34.82,4,4,0.00,167.54,0.00,SJC,443
162.159.248.236,4,4,0.00,167.77,0.00,LAX,443
104.16.82.131,4,4,0.00,167.79,0.00,SJC,443
104.21.210.240,4,4,0.00,167.87,0.00,AMS,443
104.16.87.188,4,4,0.00,167.90,0.00,SJC,443
172.67.212.136,4,4,0.00,167.94,0.00,AMS,443
104.17.47.20,4,4,0.00,168.05,0.00,SJC,443
104.19.19.34,4,4,0.00,168.15,0.00,SJC,443
104.21.206.215,4,4,0.00,168.19,0.00,AMS,443
104.18.103.247,4,4,0.00,168.30,0.00,SJC,443
104.19.216.167,4,4,0.00,168.30,0.00,SJC,443
104.16.10.159,4,4,0.00,168.32,0.00,SJC,443
104.18.8.37,4,4,0.00,168.33,0.00,SJC,443
104.18.134.187,4,4,0.00,168.42,0.00,SJC,443
104.18.127.48,4,4,0.00,168.46,0.00,LAX,443
104.18.133.87,4,4,0.00,168.52,0.00,SJC,443
104.19.130.51,4,4,0.00,168.58,0.00,LAX,443
104.19.100.139,4,4,0.00,168.60,0.00,SJC,443
104.25.90.3,4,4,0.00,168.61,0.00,FRA,443
104.17.116.130,4,4,0.00,168.64,0.00,SJC,443
162.159.255.246,4,4,0.00,168.64,0.00,LAX,443
104.19.211.232,4,4,0.00,168.67,0.00,SJC,443
104.17.216.132,4,4,0.00,168.70,0.00,SJC,443
104.25.52.132,4,4,0.00,168.73,0.00,FRA,443
104.20.61.229,4,4,0.00,168.79,0.00,FRA,443
162.159.245.243,4,4,0.00,168.79,0.00,LAX,443
104.18.22.187,4,4,0.00,168.98,0.00,LAX,443
104.24.219.75,4,4,0.00,168.99,0.00,FRA,443
172.67.157.16,4,4,0.00,169.03,0.00,AMS,443
104.25.167.59,4,4,0.00,169.08,0.00,FRA,443
172.67.227.187,4,4,0.00,169.12,0.00,AMS,443
172.66.2.180,4,4,0.00,169.20,0.00,SJC,443
104.16.199.210,4,4,0.00,169.28,0.00,SJC,443
104.24.214.193,4,4,0.00,169.38,0.00,FRA,443
104.18.187.131,4,4,0.00,169.38,0.00,SJC,443
172.67.167.110,4,4,0.00,169.51,0.00,AMS,443
104.18.20.35,4,4,0.00,169.59,0.00,LAX,443
104.25.200.124,4,4,0.00,169.59,0.00,FRA,443
104.21.71.105,4,4,0.00,169.61,0.00,AMS,443
104.24.29.75,4,4,0.00,169.68,0.00,FRA,443
104.17.184.91,4,4,0.00,169.70,0.00,SJC,443
162.159.239.85,4,4,0.00,169.82,0.00,SEA,443
172.66.131.190,4,4,0.00,169.85,0.00,FRA,443
104.19.7.145,4,4,0.00,169.89,0.00,SJC,443
104.25.206.119,4,4,0.00,170.02,0.00,FRA,443
104.19.222.159,4,4,0.00,170.14,0.00,SJC,443
104.19.30.55,4,4,0.00,170.21,0.00,SJC,443
104.17.110.125,4,4,0.00,170.22,0.00,SJC,443
198.41.219.16,4,4,0.00,170.25,0.00,SJC,443
172.67.126.177,4,4,0.00,170.31,0.00,FRA,443
104.16.148.69,4,4,0.00,170.39,0.00,SJC,443
104.25.46.88,4,4,0.00,170.39,0.00,FRA,443
104.18.70.81,4,4,0.00,170.41,0.00,SJC,443
104.19.58.48,4,4,0.00,170.42,0.00,SJC,443
104.16.79.180,4,4,0.00,170.44,0.00,SJC,443
104.18.27.109,4,4,0.00,170.46,0.00,LAX,443
104.19.0.74,4,4,0.00,170.47,0.00,SJC,443
104.16.237.178,4,4,0.00,170.52,0.00,SJC,443
104.16.209.117,4,4,0.00,170.61,0.00,SJC,443
104.19.31.74,4,4,0.00,170.63,0.00,SJC,443
172.64.92.93,4,4,0.00,170.65,0.00,SJC,443
104.16.33.169,4,4,0.00,170.75,0.00,SJC,443
104.27.31.4,4,4,0.00,170.76,0.00,FRA,443
104.25.92.173,4,4,0.00,170.82,0.00,FRA,443
104.18.185.81,4,4,0.00,170.90,0.00,SJC,443
104.24.229.32,4,4,0.00,170.94,0.00,FRA,443
104.19.185.94,4,4,0.00,170.95,0.00,SJC,443
162.159.199.237,4,4,0.00,170.96,0.00,SJC,443
104.18.190.226,4,4,0.00,171.07,0.00,SJC,443
104.18.53.39,4,4,0.00,171.11,0.00,SJC,443
104.17.136.52,4,4,0.00,171.12,0.00,SJC,443
104.25.131.252,4,4,0.00,171.13,0.00,FRA,443
198.41.200.92,4,4,0.00,171.16,0.00,SJC,443
104.19.223.214,4,4,0.00,171.25,0.00,SJC,443
104.16.160.228,4,4,0.00,171.30,0.00,SJC,443
104.21.223.74,4,4,0.00,171.31,0.00,AMS,443
104.16.216.160,4,4,0.00,171.31,0.00,SJC,443
104.16.193.47,4,4,0.00,171.41,0.00,SJC,443
104.18.213.65,4,4,0.00,171.43,0.00,SJC,443
172.67.154.22,4,4,0.00,171.47,0.00,AMS,443
104.16.75.185,4,4,0.00,171.49,0.00,SJC,443
104.21.193.106,4,4,0.00,171.50,0.00,AMS,443
172.64.95.244,4,4,0.00,171.53,0.00,SJC,443
104.19.138.183,4,4,0.00,171.55,0.00,LAX,443
172.65.213.179,4,4,0.00,171.58,0.00,SJC,443
104.21.39.216,4,4,0.00,171.60,0.00,AMS,443
104.18.233.15,4,4,0.00,171.60,0.00,SJC,443
104.24.15.141,4,4,0.00,171.62,0.00,FRA,443
104.24.49.87,4,4,0.00,171.66,0.00,FRA,443
104.19.47.231,4,4,0.00,171.66,0.00,SJC,443
104.16.150.119,4,4,0.00,171.84,0.00,SJC,443
104.19.37.95,4,4,0.00,171.90,0.00,SJC,443
104.17.147.142,4,4,0.00,171.91,0.00,SJC,443
104.18.178.157,4,4,0.00,171.99,0.00,SJC,443
104.16.138.137,4,4,0.00,172.00,0.00,SJC,443
172.67.184.205,4,4,0.00,172.00,0.00,AMS,443
104.21.122.45,4,4,0.00,172.00,0.00,AMS,443
104.19.146.1,4,4,0.00,172.02,0.00,SJC,443
104.19.214.18,4,4,0.00,172.06,0.00,SJC,443
104.19.95.75,4,4,0.00,172.14,0.00,SJC,443
104.21.93.58,4,4,0.00,172.16,0.00,AMS,443
104.17.21.166,4,4,0.00,172.16,0.00,SJC,443
141.101.122.39,4,4,0.00,172.19,0.00,SJC,443
104.27.43.6,4,4,0.00,172.22,0.00,FRA,443
104.19.56.217,4,4,0.00,172.25,0.00,SJC,443
104.18.130.52,4,4,0.00,172.25,0.00,SJC,443
104.18.153.190,4,4,0.00,172.27,0.00,SJC,443
104.16.217.32,4,4,0.00,172.30,0.00,SJC,443
104.17.114.235,4,4,0.00,172.32,0.00,SJC,443
104.16.235.2,4,4,0.00,172.32,0.00,SJC,443
104.17.158.203,4,4,0.00,172.41,0.00,SJC,443
104.17.125.205,4,4,0.00,172.42,0.00,SJC,443
104.17.224.172,4,4,0.00,172.43,0.00,SJC,443
104.19.97.171,4,4,0.00,172.49,0.00,SJC,443
172.67.76.75,4,4,0.00,172.52,0.00,FRA,443
104.17.217.242,4,4,0.00,172.54,0.00,SJC,443
104.24.90.250,4,4,0.00,172.56,0.00,FRA,443
104.17.94.225,4,4,0.00,172.59,0.00,SJC,443
104.17.255.159,4,4,0.00,172.61,0.00,SJC,443
104.16.203.38,4,4,0.00,172.66,0.00,SJC,443
104.18.6.0,4,4,0.00,172.66,0.00,SJC,443
104.19.215.61,4,4,0.00,172.69,0.00,SJC,443
104.18.58.158,4,4,0.00,172.70,0.00,SJC,443
104.18.226.209,4,4,0.00,172.70,0.00,SJC,443
104.24.181.238,4,4,0.00,172.71,0.00,FRA,443
104.25.165.113,4,4,0.00,172.72,0.00,FRA,443
104.19.231.174,4,4,0.00,172.73,0.00,SJC,443
104.18.63.133,4,4,0.00,172.74,0.00,SJC,443
104.16.225.10,4,4,0.00,172.74,0.00,SJC,443
104.17.102.128,4,4,0.00,172.85,0.00,SJC,443
104.27.62.216,4,4,0.00,172.87,0.00,FRA,443
104.18.230.71,4,4,0.00,172.88,0.00,SJC,443
104.25.18.191,4,4,0.00,172.89,0.00,FRA,443
104.16.176.204,4,4,0.00,172.89,0.00,SJC,443
104.16.86.132,4,4,0.00,172.92,0.00,SJC,443
104.25.42.105,4,4,0.00,172.93,0.00,FRA,443
104.18.160.32,4,4,0.00,172.96,0.00,SJC,443
104.17.52.63,4,4,0.00,173.05,0.00,SJC,443
104.17.95.160,4,4,0.00,173.07,0.00,SJC,443
104.19.87.161,4,4,0.00,173.07,0.00,SJC,443
104.19.8.10,4,4,0.00,173.08,0.00,SJC,443
104.18.201.172,4,4,0.00,173.10,0.00,SJC,443
104.17.34.62,4,4,0.00,173.11,0.00,SJC,443
172.65.207.55,4,4,0.00,173.15,0.00,SJC,443
104.19.219.225,4,4,0.00,173.16,0.00,SJC,443
104.17.46.161,4,4,0.00,173.20,0.00,SJC,443
104.17.108.8,4,4,0.00,173.23,0.00,SJC,443
104.19.154.191,4,4,0.00,173.24,0.00,SJC,443
104.27.22.49,4,4,0.00,173.24,0.00,FRA,443
104.16.108.54,4,4,0.00,173.26,0.00,SJC,443
104.19.121.116,4,4,0.00,173.39,0.00,SJC,443
172.64.235.228,4,4,0.00,173.39,0.00,SJC,443
104.19.127.190,4,4,0.00,173.42,0.00,SJC,443
104.16.168.140,4,4,0.00,173.43,0.00,SJC,443
104.17.150.102,4,4,0.00,173.49,0.00,SJC,443
104.18.4.69,4,4,0.00,173.51,0.00,SJC,443
104.19.160.237,4,4,0.00,173.52,0.00,SJC,443
104.19.43.130,4,4,0.00,173.53,0.00,SJC,443
104.18.90.29,4,4,0.00,173.59,0.00,SJC,443
104.17.173.159,4,4,0.00,173.59,0.00,SJC,443
104.17.154.177,4,4,0.00,173.61,0.00,SJC,443
104.19.194.241,4,4,0.00,173.63,0.00,SJC,443
104.17.164.110,4,4,0.00,173.66,0.00,SJC,443
104.19.151.0,4,4,0.00,173.66,0.00,SJC,443
104.17.152.39,4,4,0.00,173.69,0.00,SJC,443
104.18.12.208,4,4,0.00,173.77,0.00,SJC,443
104.24.77.78,4,4,0.00,173.79,0.00,FRA,443
104.17.65.234,4,4,0.00,173.81,0.00,SJC,443
104.19.36.8,4,4,0.00,173.87,0.00,SJC,443
104.17.238.73,4,4,0.00,173.88,0.00,SJC,443
104.17.235.9,4,4,0.00,173.89,0.00,SJC,443
104.16.166.114,4,4,0.00,173.89,0.00,SJC,443
104.18.171.211,4,4,0.00,173.90,0.00,SJC,443
104.19.239.149,4,4,0.00,173.90,0.00,SJC,443
104.18.104.183,4,4,0.00,173.90,0.00,SJC,443
104.16.105.148,4,4,0.00,173.92,0.00,SJC,443
104.17.161.31,4,4,0.00,173.98,0.00,SJC,443
104.16.188.2,4,4,0.00,173.98,0.00,SJC,443
104.16.7.220,4,4,0.00,173.99,0.00,SJC,443
104.19.39.102,4,4,0.00,173.99,0.00,SJC,443
104.19.102.51,4,4,0.00,174.02,0.00,SJC,443
104.17.42.56,4,4,0.00,174.04,0.00,SJC,443
104.19.175.4,4,4,0.00,174.07,0.00,SJC,443
104.16.154.26,4,4,0.00,174.08,0.00,SJC,443
104.19.29.211,4,4,0.00,174.09,0.00,SJC,443
104.18.73.238,4,4,0.00,174.09,0.00,SJC,443
104.17.172.1,4,4,0.00,174.15,0.00,SJC,443
104.18.221.89,4,4,0.00,174.21,0.00,SJC,443
104.19.180.115,4,4,0.00,174.27,0.00,SJC,443
104.19.104.217,4,4,0.00,174.30,0.00,SJC,443
104.17.199.108,4,4,0.00,174.31,0.00,SJC,443
172.65.201.237,4,4,0.00,174.33,0.00,SJC,443
104.17.245.120,4,4,0.00,174.37,0.00,SJC,443
104.18.196.209,4,4,0.00,174.39,0.00,SJC,443
104.17.251.85,4,4,0.00,174.41,0.00,SJC,443
104.17.91.27,4,4,0.00,174.44,0.00,SJC,443
104.18.195.26,4,4,0.00,174.45,0.00,SJC,443
141.101.114.53,4,4,0.00,174.45,0.00,SJC,443
104.17.112.241,4,4,0.00,174.47,0.00,SJC,443
104.16.221.116,4,4,0.00,174.49,0.00,SJC,443
104.18.51.213,4,4,0.00,174.50,0.00,SJC,443
104.17.7.154,4,4,0.00,174.56,0.00,SJC,443
104.21.109.139,4,4,0.00,174.57,0.00,AMS,443
104.16.99.206,4,4,0.00,174.59,0.00,SJC,443
104.16.1.26,4,4,0.00,174.61,0.00,SJC,443
104.16.40.191,4,4,0.00,174.61,0.00,SJC,443
104.17.120.165,4,4,0.00,174.61,0.00,SJC,443
104.17.163.227,4,4,0.00,174.64,0.00,SJC,443
104.19.169.170,4,4,0.00,174.67,0.00,SJC,443
104.16.135.95,4,4,0.00,174.67,0.00,SJC,443
104.21.127.26,4,4,0.00,174.70,0.00,AMS,443
104.21.54.195,4,4,0.00,174.72,0.00,AMS,443
172.67.176.2,4,4,0.00,174.76,0.00,AMS,443
104.18.170.139,4,4,0.00,174.99,0.00,SJC,443
104.19.110.219,4,4,0.00,175.04,0.00,SJC,443
104.17.203.227,4,4,0.00,175.08,0.00,SJC,443
172.64.234.177,4,4,0.00,175.12,0.00,DEN,443
104.17.248.19,4,4,0.00,175.25,0.00,SJC,443
104.18.10.234,4,4,0.00,175.28,0.00,SJC,443
104.19.76.184,4,4,0.00,175.45,0.00,SJC,443
108.162.199.40,4,4,0.00,175.47,0.00,DEN,443
104.18.71.100,4,4,0.00,175.50,0.00,SJC,443
104.16.128.61,4,4,0.00,175.51,0.00,SJC,443
104.17.90.28,4,4,0.00,175.52,0.00,SJC,443
172.67.213.209,4,4,0.00,175.56,0.00,AMS,443
104.21.8.224,4,4,0.00,175.57,0.00,AMS,443
104.19.92.9,4,4,0.00,175.59,0.00,SJC,443
104.16.98.82,4,4,0.00,175.59,0.00,SJC,443
104.17.10.29,4,4,0.00,175.65,0.00,SJC,443
104.21.33.44,4,4,0.00,175.71,0.00,AMS,443
104.18.9.86,4,4,0.00,175.73,0.00,SJC,443
104.17.5.142,4,4,0.00,175.73,0.00,SJC,443
104.17.54.199,4,4,0.00,175.77,0.00,SJC,443
104.21.31.121,4,4,0.00,175.78,0.00,AMS,443
172.67.163.134,4,4,0.00,175.78,0.00,AMS,443
104.16.243.85,4,4,0.00,175.81,0.00,SJC,443
104.19.80.66,4,4,0.00,175.82,0.00,SJC,443
104.18.62.171,4,4,0.00,175.84,0.00,SJC,443
104.18.240.148,4,4,0.00,175.87,0.00,SJC,443
104.16.51.232,4,4,0.00,175.92,0.00,SJC,443
104.19.42.13,4,4,0.00,175.94,0.00,SJC,443
104.18.13.191,4,4,0.00,176.16,0.00,SJC,443
104.16.56.214,4,4,0.00,176.20,0.00,SJC,443
173.245.49.70,4,4,0.00,176.40,0.00,SJC,443
104.19.14.146,4,4,0.00,176.41,0.00,SJC,443
104.17.253.254,4,4,0.00,176.45,0.00,SJC,443
172.65.37.51,4,4,0.00,176.50,0.00,AMS,443
104.21.30.45,4,4,0.00,176.53,0.00,AMS,443
104.17.219.122,4,4,0.00,176.68,0.00,SJC,443
